CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
L3;METRO;PUENTE CAL Y CANTO;GENERAL MACKENNA 1010;SANTIAGO;Lunes a Viernes: 5:50 a 23:05 horas, Sábados: 6:30 a 23:05 horas, Domingos y festivos: 8:00 a 22:50 horas.;346413;6299474;-70.652146;-33.433128
L3;METRO;HOSPITALES;PROFESOR ZAÑARTU 1190;INDEPENDENCIA;Lunes a Viernes: 5:50 a 23:05 horas, Sábados: 6:30 a 23:05 horas, Domingos y festivos: 8:00 a 22:50 horas.;346057;6301173;-70.655687;-33.417756
L3;METRO;PLAZA CHACABUCO;JULIO MARTINEZ PRADANUS 1500;INDEPENDENCIA;Lunes a Viernes: 5:50 a 23:05 horas, Sábados: 6:30 a 23:05 horas, Domingos y festivos: 8:00 a 22:50 horas.;345549;6302460;-70.660928;-33.406079
L3;METRO;CONCHALI;AV. INDEPENDENCIA 3279;CONCHALI;Lunes a Viernes: 5:50 a 23:05 horas, Sábados: 6:30 a 23:05 horas, Domingos y festivos: 8:00 a 22:50 horas.;344658;6303426;-70.670334;-33.397244
L3;METRO;VIVACETA;AV. INDEPENDENCIA 4765;CONCHALI;Lunes a Viernes: 5:50 a 23:05 horas, Sábados: 6:30 a 23:05 horas, Domingos y festivos: 8:00 a 22:50 horas.;343783;6304754;-70.679508;-33.385142
L3;METRO;CARDENAL CARO;AV. JOSÉ MARÍA CARO 1875;CONCHALI;Lunes a Viernes: 5:50 a 23:05 horas, Sábados: 6:30 a 23:05 horas, Domingos y festivos: 8:00 a 22:50 horas.;343208;6306090;-70.685459;-33.373018
L3;METRO;LOS LIBERTADORES;AV. AMÉRICO VESPUCIO 2500;QUILICURA;Lunes a Viernes: 5:50 a 23:05 horas, Sábados: 6:30 a 23:05 horas, Domingos y festivos: 8:00 a 22:50 horas.;343004;6306739;-70.6875399;-33.3671373
L4;METRO;VICENTE VALDES L4;Avda. Vicuña Mackenna 7897;LA FLORIDA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;351723;6289194;-70.596748;-33.526559
L4;METRO;CRISTOBAL COLON;Eliodoro Yañez 2987;PROVIDENCIA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;352073;6300320;-70.591152772;-33.4263050417
L4;METRO;ELISA CORREA;Avda. Concha y Toro 3999;PUENTE ALTO;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353004;6284456;-70.5837448005;-33.5694653545
L4;METRO;FRANCISCO BILBAO;Francisco Bilbao 3785;PROVIDENCIA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;352691;6299702;-70.5846017588;-33.431954829
L4;METRO;GRECIA;Avda. Grecia 5280;ÑUÑOA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353509;6295537;-70.576492012;-33.4696186488
L4;METRO;LAS MERCEDES;Avda. Concha y Toro 1099;PUENTE ALTO;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353627;6280999;-70.5775951411;-33.6007205794
L4;METRO;LAS TORRES;Avda. Américo Vespucio 5001;MACUL;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;352641;6292279;-70.5863649467;-33.4988819111
L4;METRO;LOS ORIENTALES;Avda. Americo Vespucio 825;ÑUÑOA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353739;6296328;-70.573881635;-33.4625241485
L4;METRO;LOS PRESIDENTES;Avda. Americo Vespucio  2469;MACUL;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353325;6294398;-70.5786516893;-33.479870172
L4;METRO;LOS QUILLAYES;Avda. Vicuña Mackenna Frente al 11145;LA FLORIDA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;352857;6285355;-70.5851770833;-33.5613327566
L4;METRO;MACUL;Avda. Macul 6309;MACUL;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;352321;6291127;-70.5899928911;-33.5092230156
L4;METRO;PLAZA EGANA;Avda. Américo Vespucio 30;ÑUÑOA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;354018;6297380;-70.570713113;-33.453074795
L4;METRO;PLAZA PUENTE ALTO;Avda. Concha y Toro 265;PUENTE ALTO;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353814;6279921;-70.5757546477;-33.6104627332
L4;METRO;PRINCIPE DE GALES;Avda. Americo Vespucio 1660;ÑUÑOA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353708;6299052;-70.5737705717;-33.4379569188
L4;METRO;PROTECTORA DE LA INFANCIA;Avda. Concha y Toro 2410;PUENTE ALTO;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353405;6282212;-70.5797935169;-33.5897537099
L4;METRO;QUILIN;Avda. Americo Vespucio 3411;MACUL;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353181;6293468;-70.5803542757;-33.4882359056
L4;METRO;ROJAS MAGALLANES;Avda. Vicuña Mackenna Frente al 8825;LA FLORIDA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;352124;6288135;-70.5926103657;-33.5361679941
L4;METRO;SAN JOSE DE LA ESTRELLA;Avda. Vicuña Mackenna Frente al 10422;LA FLORIDA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;352717;6286238;-70.5865360399;-33.5533554017
L4;METRO;SIMON BOLIVAR;Avda. Americo Vespucio 760;ÑUÑOA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353926;6297940;-70.5716075746;-33.4480174982
L4;METRO;SOTERO DEL RIO;Avda. Concha y Toro 3458;PUENTE ALTO;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;353162;6283611;-70.5821759114;-33.5771017395
L4;METRO;TOBALABA L4;Avda. Tobalaba 117;PROVIDENCIA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;350977;6301143;-70.602792;-33.418722
L4;METRO;TRINIDAD;Avda. Vicuña Mackenna Frente al 9779;LA FLORIDA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;352580;6286987;-70.5878865189;-33.5465810871
L4;METRO;VICUÑA MACKENNA L4;Avda. Américo Vespucio Frente al 7340;LA FLORIDA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;351765;6289947;-70.596173;-33.519778
L4A;METRO;LA CISTERNA;Gran Avenida José Miguel Carrera 8870;LA CISTERNA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;345454;6287902;-70.664475872;-33.5379710401
L4A;METRO;LA GRANJA;Avda. Américo Vespucio 0741-E;LA GRANJA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;349956;6287545;-70.6160506476;-33.5411913223
L4A;METRO;SAN RAMON;Avda. Americo Vespucio 1775;SAN RAMON;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;346685;6287624;-70.651247929;-33.5400086732
L4A;METRO;SANTA JULIA;Avda. Americo Vespucio Frente al 8320;LA FLORIDA;Lunes a Viernes: 6:00 a 23:00 horas, Sábados: 6:30 a 23:00 horas, Domingos y festivos: 8:00 a 22:30 horas.;350919;6288672;-70.6054880039;-33.53116125
